teste, tolerancia
Isocentro de rotação do colimador,	2 mm de diâmetro
Isocentro de rotação da estativa,	2 mm de diâmetro
Isocentro de rotação da mesa,	2 mm de diâmetro
Coincidência dos eixos do colimador, estativa e mesa com o isocentro,	2 mm de diâmetro
Coincidência do isocentro mecânico e de Radiação,	2 mm de diâmetro
Deslocamento vertical da mesa,	2 mm
